municipality,group,variable,month,Mujeres puérperas con dosis completa de hierro,TOTAL
CHARAGUA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,57,57
CHARAÑA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
CHAYANTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,23,23
CHIMORE,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,15,15
CHIPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
CHUA COCANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,40,40
CHUMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,4,4
CKOCHAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,20,20
CLIZA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,36,36
COBIJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,141,141
COCAPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,22,22
COCHABAMBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,211,211
COLCAPIRHUA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,20,20
"COLCHA ""K""",micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,8,8
COLLANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,7,7
COLOMI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,21,21
COLPA BELGICA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,4,4
COLQUECHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,63,63
COLQUENCHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,9,9
COLQUIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,19,19
COMANCHE,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
COMARAPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,30,30
COMBAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,5,5
CONCEPCION,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,21,21
COPACABANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,14,14
CORIPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,9,9
CORO CORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,4,4
COROICO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,33,33
CORQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,7,7
COTAGAITA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,8,8
COTOCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,82,82
CRUZ DE MACHACAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,1,1
CUATRO CAÑADAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,21,21
CUEVO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,4,4
CULPINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,21,21
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,3,3
DESAGUADERO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,10,10
EL ALTO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,1219,1219
EL CHORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,4,4
EL PUENTE(STC),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,4,4
EL PUENTE(TJA),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,10,10
EL TORNO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,9,9
EL VILLAR,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,5,5
ENTRE RIOS TRJ,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,25,25
ENTRE RIOS CBBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,17,17
ESCOMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,9,9
EUCALIPTUS,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,8,8
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,1,1
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,4,4
FILADELFIA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,3,3
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,10,10
GUANAY,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,17,17
GUAQUI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,5,5
GUAYARAMERIN,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,183,183
GUTIERREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,4,4
HUACARETA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,5,5
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,7,7
HUANUNI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,28,28
HUARACAJE,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
HUARINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,4,4
HUATAJATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,1,1
HUAYLLAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,3,3
HUMANATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,5,5
ICHOCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,4,4
ICLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,9,9
INCAHUASI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,20,20
INGAVI (HUMAITA),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,4,4
INQUISIVI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,10,10
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,14,14
IXIAMAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,12,12
JESUS DE MACHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,14,14
LA ASUNTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,66,66
LA GUARDIA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,53,53
LA PAZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,978,978
LAGUNILLAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,7,7
LAJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,12,12
LAS CARRERAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,7,7
LICOMA PAMPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
LLALLAGUA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,23,23
LLICA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,7,7
LURIBAY,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,10,10
MACHACAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
MACHARETI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,8,8
MAGDALENA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,28,28
MAIRANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,27,27
MAPIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,14,14
MECAPACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,7,7
MINEROS,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,12,12
MIZQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,31,31
MOCOMOCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,21,21
MOJOCOYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,14,14
MONTEAGUDO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,41,41
MONTERO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,69,69
MORO MORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,1,1
MOROCHATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
OCURI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,13,13
OKINAWA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,21,21
OMEREQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
ORURO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,207,207
PADCAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,8,8
PADILLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,20,20
PAILON,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,59,59
PALCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,4,4
PALOS BLANCOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,28,28
PAMPA AULLAGAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,4,4
PAMPA GRANDE,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,9,9
PAPEL PAMPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,5,5
PATACAMAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,38,38
PAZÑA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,4,4
PELECHUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,5,5
POCOATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,33,33
POCONA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,6,6
POJO (CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,8,8
POOPO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,3,3
PORCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,18,18
POROMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,21,21
PORONGO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,6,6
PORTACHUELO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,28,28
PORVENIR,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
POSTRER VALLE,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
POTOSI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,392,392
PRESTO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,14,14
PUCARANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,42,42
PUERTO ACOSTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,10,10
PUERTO CARABUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,21,21
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,7,7
PUERTO PEREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,5,5
PUERTO QUIJARRO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,25,25
PUERTO RICO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,11,11
PUERTO SUAREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,21,21
PUERTO VILLARROEL,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,115,115
PUNA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,21,21
PUNATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,59,59
QUIABAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,3,3
QUILLACOLLO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,230,230
QUIME,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,8,8
QUIRUSILLAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,1,1
RAVELO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,21,21
REYES,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,19,19
RIBERALTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,186,186
ROBORE,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,19,19
RURRENABAQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,54,54
SABAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,3,3
SACABA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,173,173
SACABAMBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
SACACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,26,26
SAIPINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,5,5
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,11,11
SAMAIPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,6,6
SAN AGUSTIN,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,3,3
SAN ANDRES,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,6,6
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,10,10
SAN BENITO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,4,4
SAN BORJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,94,94
SAN BUENA VENTURA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,16,16
SAN CARLOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,41,41
SAN IGNACIO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,46,46
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,107,107
SAN JAVIER(BNI),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,4,4
SAN JAVIER(STC),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,32,32
SAN JOAQUIN,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,36,36
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,6,6
SAN JULIAN,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,76,76
SAN LORENZO(PND),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,3,3
SAN LORENZO(TJA),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,4,4
SAN LUCAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,51,51
SAN MATIAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,15,15
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,11,11
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,1,1
SAN PEDRO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,13,13
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,32,32
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,4,4
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,4,4
SAN PEDRO(PND),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,3,3
SAN RAFAEL,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,5,5
SAN RAMON BENI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,6,6
SAN RAMON SCZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,17,17
SANTA ANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,24,24
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,767,767
SANTA ROSA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,9,9
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,10,10
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,12,12
SANTIAGO DE HUATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,11,11
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,1,1
SANTIVAÑES,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,5,5
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,5,5
SAPAHAQUI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,6,6
SENA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,6,6
SHINAOTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,36,36
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,25,25
SICAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,3,3
SIPE SIPE,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,36,36
SOPACHUY,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,7,7
SORACACHI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,7,7
SORATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,7,7
SUCRE,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,180,180
TACACHI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,1,1
TACACOMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,4,4
TACOBAMBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,15,15
TACOPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,11,11
TAPACARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,30,30
TARABUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,28,28
TARACO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,8,8
TARATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,3,3
TARIJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,35,35
TARVITA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,21,21
TEOPONTE,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,6,6
TIAWANACU,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,17,17
TINGUIPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,31,31
TIPUANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,9,9
TIQUIPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,87,87
TIRAQUE (CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,30,30
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
TOCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,4,4
TOLATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,8,8
TOLEDO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,9,9
TOMAVE,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,11,11
TOMINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,11,11
TORO TORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,20,20
TOTORA(CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,23,23
TOTORA(ORR),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,3,3
TRIGAL,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
TRINIDAD,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,244,244
TUPIZA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,94,94
TURCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,2,2
UMALA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,13,13
UNCIA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,35,35
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,1,1
URUBICHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,6,6
UYUNI,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,46,46
VACAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,10,10
VALLEGRANDE,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,43,43
VIACHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,65,65
VILA VILA,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,1,1
VILLA CHARCAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,12,12
VILLA MONTES,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,3,3
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,1,1
VILLA RIVERO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,5,5
VILLA SERRANO,micronutrientes,mujeres puerperas con dosis completa de hierro,2015-01-01,11,11
