municipality,group,variable,month,Nacidos vivos,TOTAL
PUNATA,atencion de partos en servicio,nacidos vivos,2006-06-01,45,45
QUILLACOLLO,atencion de partos en servicio,nacidos vivos,2006-06-01,151,151
QUIME,atencion de partos en servicio,nacidos vivos,2006-06-01,4,4
QUIRUSILLAS,atencion de partos en servicio,nacidos vivos,2006-06-01,1,1
RAVELO,atencion de partos en servicio,nacidos vivos,2006-06-01,26,26
REYES,atencion de partos en servicio,nacidos vivos,2006-06-01,11,11
RIBERALTA,atencion de partos en servicio,nacidos vivos,2006-06-01,218,218
ROBORE,atencion de partos en servicio,nacidos vivos,2006-06-01,24,24
RURRENABAQUE,atencion de partos en servicio,nacidos vivos,2006-06-01,37,37
SABAYA,atencion de partos en servicio,nacidos vivos,2006-06-01,3,3
SACABA,atencion de partos en servicio,nacidos vivos,2006-06-01,130,130
SACABAMBA,atencion de partos en servicio,nacidos vivos,2006-06-01,2,2
SACACA,atencion de partos en servicio,nacidos vivos,2006-06-01,9,9
SAIPINA,atencion de partos en servicio,nacidos vivos,2006-06-01,11,11
SALINAS DE GARCI MENDOZA,atencion de partos en servicio,nacidos vivos,2006-06-01,4,4
SAMAIPATA,atencion de partos en servicio,nacidos vivos,2006-06-01,8,8
SAN ANDRES,atencion de partos en servicio,nacidos vivos,2006-06-01,8,8
SAN ANDRES DE MACHACA,atencion de partos en servicio,nacidos vivos,2006-06-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,nacidos vivos,2006-06-01,8,8
SAN BENITO,atencion de partos en servicio,nacidos vivos,2006-06-01,6,6
SAN BORJA,atencion de partos en servicio,nacidos vivos,2006-06-01,55,55
SAN BUENA VENTURA,atencion de partos en servicio,nacidos vivos,2006-06-01,14,14
SAN CARLOS,atencion de partos en servicio,nacidos vivos,2006-06-01,60,60
SAN IGNACIO,atencion de partos en servicio,nacidos vivos,2006-06-01,39,39
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos vivos,2006-06-01,102,102
SAN JAVIER(STC),atencion de partos en servicio,nacidos vivos,2006-06-01,26,26
SAN JOAQUIN,atencion de partos en servicio,nacidos vivos,2006-06-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos vivos,2006-06-01,30,30
SAN JUAN DE YAPACANI,atencion de partos en servicio,nacidos vivos,2006-06-01,21,21
SAN JULIAN,atencion de partos en servicio,nacidos vivos,2006-06-01,48,48
SAN LORENZO(PND),atencion de partos en servicio,nacidos vivos,2006-06-01,2,2
SAN LORENZO(TJA),atencion de partos en servicio,nacidos vivos,2006-06-01,10,10
SAN LUCAS,atencion de partos en servicio,nacidos vivos,2006-06-01,23,23
SAN MATIAS,atencion de partos en servicio,nacidos vivos,2006-06-01,17,17
SAN MIGUEL DE VELASCO,atencion de partos en servicio,nacidos vivos,2006-06-01,13,13
SAN PABLO DE LIPEZ,atencion de partos en servicio,nacidos vivos,2006-06-01,1,1
SAN PEDRO,atencion de partos en servicio,nacidos vivos,2006-06-01,19,19
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,nacidos vivos,2006-06-01,7,7
SAN PEDRO DE CURAHUARA,atencion de partos en servicio,nacidos vivos,2006-06-01,2,2
SAN PEDRO DE TIQUINA,atencion de partos en servicio,nacidos vivos,2006-06-01,1,1
SAN PEDRO(PND),atencion de partos en servicio,nacidos vivos,2006-06-01,1,1
SAN RAFAEL,atencion de partos en servicio,nacidos vivos,2006-06-01,6,6
SAN RAMON,atencion de partos en servicio,nacidos vivos,2006-06-01,7,7
SAN RAMON,atencion de partos en servicio,nacidos vivos,2006-06-01,46,46
SANTA ANA,atencion de partos en servicio,nacidos vivos,2006-06-01,28,28
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos vivos,2006-06-01,2830,2830
SANTA ROSA,atencion de partos en servicio,nacidos vivos,2006-06-01,17,17
SANTA ROSA DEL SARA,atencion de partos en servicio,nacidos vivos,2006-06-01,27,27
SANTIAGO DE MACHACA,atencion de partos en servicio,nacidos vivos,2006-06-01,1,1
SANTIVAÑES,atencion de partos en servicio,nacidos vivos,2006-06-01,6,6
SENA,atencion de partos en servicio,nacidos vivos,2006-06-01,3,3
SICA SICA (VILLA AROMA),atencion de partos en servicio,nacidos vivos,2006-06-01,13,13
SICAYA,atencion de partos en servicio,nacidos vivos,2006-06-01,1,1
SIPE SIPE,atencion de partos en servicio,nacidos vivos,2006-06-01,32,32
SOPACHUY,atencion de partos en servicio,nacidos vivos,2006-06-01,18,18
SORACACHI,atencion de partos en servicio,nacidos vivos,2006-06-01,2,2
SORATA,atencion de partos en servicio,nacidos vivos,2006-06-01,10,10
SUCRE,atencion de partos en servicio,nacidos vivos,2006-06-01,456,456
TACACOMA,atencion de partos en servicio,nacidos vivos,2006-06-01,8,8
TACOPAYA,atencion de partos en servicio,nacidos vivos,2006-06-01,1,1
TAPACARI,atencion de partos en servicio,nacidos vivos,2006-06-01,18,18
TARABUCO,atencion de partos en servicio,nacidos vivos,2006-06-01,26,26
TARATA,atencion de partos en servicio,nacidos vivos,2006-06-01,7,7
TARIJA,atencion de partos en servicio,nacidos vivos,2006-06-01,340,340
TARVITA,atencion de partos en servicio,nacidos vivos,2006-06-01,18,18
TEOPONTE,atencion de partos en servicio,nacidos vivos,2006-06-01,10,10
TIAWANACU,atencion de partos en servicio,nacidos vivos,2006-06-01,8,8
TINGUIPAYA,atencion de partos en servicio,nacidos vivos,2006-06-01,7,7
TIPUANI,atencion de partos en servicio,nacidos vivos,2006-06-01,14,14
TIQUIPAYA,atencion de partos en servicio,nacidos vivos,2006-06-01,50,50
TIRAQUE (CBBA),atencion de partos en servicio,nacidos vivos,2006-06-01,61,61
TOCO,atencion de partos en servicio,nacidos vivos,2006-06-01,5,5
TOLATA,atencion de partos en servicio,nacidos vivos,2006-06-01,1,1
TOLEDO,atencion de partos en servicio,nacidos vivos,2006-06-01,4,4
TOMAVE,atencion de partos en servicio,nacidos vivos,2006-06-01,3,3
TOMINA,atencion de partos en servicio,nacidos vivos,2006-06-01,13,13
TOTORA(CBBA),atencion de partos en servicio,nacidos vivos,2006-06-01,14,14
TOTORA(ORR),atencion de partos en servicio,nacidos vivos,2006-06-01,5,5
TRIGAL,atencion de partos en servicio,nacidos vivos,2006-06-01,2,2
TRINIDAD,atencion de partos en servicio,nacidos vivos,2006-06-01,266,266
TUPIZA,atencion de partos en servicio,nacidos vivos,2006-06-01,49,49
TURCO,atencion de partos en servicio,nacidos vivos,2006-06-01,2,2
UMALA,atencion de partos en servicio,nacidos vivos,2006-06-01,1,1
UNCIA,atencion de partos en servicio,nacidos vivos,2006-06-01,46,46
URIONDO (A. CONCEPCION),atencion de partos en servicio,nacidos vivos,2006-06-01,8,8
URUBICHA,atencion de partos en servicio,nacidos vivos,2006-06-01,10,10
UYUNI,atencion de partos en servicio,nacidos vivos,2006-06-01,31,31
VACAS,atencion de partos en servicio,nacidos vivos,2006-06-01,7,7
VALLEGRANDE,atencion de partos en servicio,nacidos vivos,2006-06-01,22,22
VIACHA,atencion de partos en servicio,nacidos vivos,2006-06-01,17,17
VILA VILA,atencion de partos en servicio,nacidos vivos,2006-06-01,1,1
VILLA MONTES,atencion de partos en servicio,nacidos vivos,2006-06-01,67,67
VILLA RIVERO,atencion de partos en servicio,nacidos vivos,2006-06-01,3,3
VILLA SERRANO,atencion de partos en servicio,nacidos vivos,2006-06-01,17,17
VILLA TUNARI,atencion de partos en servicio,nacidos vivos,2006-06-01,82,82
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicio,nacidos vivos,2006-06-01,7,7
VILLAZON,atencion de partos en servicio,nacidos vivos,2006-06-01,54,54
VINTO,atencion de partos en servicio,nacidos vivos,2006-06-01,44,44
VITICHI,atencion de partos en servicio,nacidos vivos,2006-06-01,8,8
WARNES,atencion de partos en servicio,nacidos vivos,2006-06-01,95,95
YACUIBA,atencion de partos en servicio,nacidos vivos,2006-06-01,140,140
YAMPARAEZ,atencion de partos en servicio,nacidos vivos,2006-06-01,11,11
YANACACHI,atencion de partos en servicio,nacidos vivos,2006-06-01,2,2
YAPACANI,atencion de partos en servicio,nacidos vivos,2006-06-01,60,60
YOCALLA,atencion de partos en servicio,nacidos vivos,2006-06-01,4,4
YOTALA,atencion de partos en servicio,nacidos vivos,2006-06-01,9,9
YUNCHARA,atencion de partos en servicio,nacidos vivos,2006-06-01,2,2
ZUDAÑEZ,atencion de partos en servicio,nacidos vivos,2006-06-01,13,13
ACACIO,atencion de partos en servicio,nacidos vivos,2006-07-01,5,5
ACHACACHI,atencion de partos en servicio,nacidos vivos,2006-07-01,18,18
ACHOCALLA,atencion de partos en servicio,nacidos vivos,2006-07-01,3,3
AIQUILE,atencion de partos en servicio,nacidos vivos,2006-07-01,30,30
ALALAY,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
ALCALA,atencion de partos en servicio,nacidos vivos,2006-07-01,5,5
ANCORAIMES,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
ANDAMARCA,atencion de partos en servicio,nacidos vivos,2006-07-01,2,2
ANTEQUERA,atencion de partos en servicio,nacidos vivos,2006-07-01,2,2
ANZALDO,atencion de partos en servicio,nacidos vivos,2006-07-01,6,6
APOLO,atencion de partos en servicio,nacidos vivos,2006-07-01,6,6
ARAMPAMPA,atencion de partos en servicio,nacidos vivos,2006-07-01,3,3
ARANI,atencion de partos en servicio,nacidos vivos,2006-07-01,12,12
ARBIETO,atencion de partos en servicio,nacidos vivos,2006-07-01,3,3
ARQUE,atencion de partos en servicio,nacidos vivos,2006-07-01,7,7
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos vivos,2006-07-01,66,66
ATOCHA,atencion de partos en servicio,nacidos vivos,2006-07-01,17,17
AUCAPATA,atencion de partos en servicio,nacidos vivos,2006-07-01,2,2
AYATA,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
AYO AYO,atencion de partos en servicio,nacidos vivos,2006-07-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,nacidos vivos,2006-07-01,26,26
AZURDUY,atencion de partos en servicio,nacidos vivos,2006-07-01,8,8
BATALLAS,atencion de partos en servicio,nacidos vivos,2006-07-01,10,10
BAURES,atencion de partos en servicio,nacidos vivos,2006-07-01,8,8
BELEN DE ANDAMARCA,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
BERMEJO,atencion de partos en servicio,nacidos vivos,2006-07-01,52,52
BETANZOS,atencion de partos en servicio,nacidos vivos,2006-07-01,25,25
BOLIVAR,atencion de partos en servicio,nacidos vivos,2006-07-01,2,2
BOYUIBE,atencion de partos en servicio,nacidos vivos,2006-07-01,5,5
BUENA VISTA,atencion de partos en servicio,nacidos vivos,2006-07-01,17,17
CABEZAS,atencion de partos en servicio,nacidos vivos,2006-07-01,21,21
CAIROMA,atencion de partos en servicio,nacidos vivos,2006-07-01,4,4
"CAIZA ""D""",atencion de partos en servicio,nacidos vivos,2006-07-01,3,3
CAJUATA,atencion de partos en servicio,nacidos vivos,2006-07-01,7,7
CALACOTO,atencion de partos en servicio,nacidos vivos,2006-07-01,5,5
CALAMARCA,atencion de partos en servicio,nacidos vivos,2006-07-01,10,10
CAMARGO,atencion de partos en servicio,nacidos vivos,2006-07-01,34,34
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicio,nacidos vivos,2006-07-01,3,3
CAMIRI,atencion de partos en servicio,nacidos vivos,2006-07-01,81,81
CAPINOTA,atencion de partos en servicio,nacidos vivos,2006-07-01,18,18
CAQUIAVIRI,atencion de partos en servicio,nacidos vivos,2006-07-01,3,3
CARACOLLO,atencion de partos en servicio,nacidos vivos,2006-07-01,22,22
CARANAVI,atencion de partos en servicio,nacidos vivos,2006-07-01,62,62
CARAPARI,atencion de partos en servicio,nacidos vivos,2006-07-01,4,4
CARIPUYO,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en servicio,nacidos vivos,2006-07-01,4,4
CHACARILLA,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
CHALLAPATA,atencion de partos en servicio,nacidos vivos,2006-07-01,16,16
CHAQUI,atencion de partos en servicio,nacidos vivos,2006-07-01,3,3
CHARAGUA,atencion de partos en servicio,nacidos vivos,2006-07-01,48,48
CHARAÑA,atencion de partos en servicio,nacidos vivos,2006-07-01,3,3
CHAYANTA,atencion de partos en servicio,nacidos vivos,2006-07-01,10,10
CHIMORE,atencion de partos en servicio,nacidos vivos,2006-07-01,14,14
CHIPAYA,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos vivos,2006-07-01,17,17
CHUMA,atencion de partos en servicio,nacidos vivos,2006-07-01,2,2
CLIZA,atencion de partos en servicio,nacidos vivos,2006-07-01,15,15
COBIJA,atencion de partos en servicio,nacidos vivos,2006-07-01,81,81
COCHABAMBA,atencion de partos en servicio,nacidos vivos,2006-07-01,1343,1343
COLCAPIRHUA,atencion de partos en servicio,nacidos vivos,2006-07-01,45,45
"COLCHA ""K""",atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
COLLANA,atencion de partos en servicio,nacidos vivos,2006-07-01,2,2
COLOMI,atencion de partos en servicio,nacidos vivos,2006-07-01,33,33
COLPA BELGICA,atencion de partos en servicio,nacidos vivos,2006-07-01,7,7
COLQUECHACA,atencion de partos en servicio,nacidos vivos,2006-07-01,14,14
COLQUENCHA,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
COLQUIRI,atencion de partos en servicio,nacidos vivos,2006-07-01,8,8
COMARAPA,atencion de partos en servicio,nacidos vivos,2006-07-01,27,27
CONCEPCION,atencion de partos en servicio,nacidos vivos,2006-07-01,33,33
COPACABANA,atencion de partos en servicio,nacidos vivos,2006-07-01,6,6
CORIPATA,atencion de partos en servicio,nacidos vivos,2006-07-01,15,15
CORO CORO,atencion de partos en servicio,nacidos vivos,2006-07-01,2,2
COROICO,atencion de partos en servicio,nacidos vivos,2006-07-01,31,31
CORQUE,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
COTAGAITA,atencion de partos en servicio,nacidos vivos,2006-07-01,22,22
COTOCA,atencion de partos en servicio,nacidos vivos,2006-07-01,67,67
CUATRO CAÑADAS,atencion de partos en servicio,nacidos vivos,2006-07-01,11,11
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
CUEVO,atencion de partos en servicio,nacidos vivos,2006-07-01,4,4
CULPINA,atencion de partos en servicio,nacidos vivos,2006-07-01,21,21
CURAHUARA DE CARANGAS,atencion de partos en servicio,nacidos vivos,2006-07-01,3,3
DESAGUADERO,atencion de partos en servicio,nacidos vivos,2006-07-01,2,2
EL ALTO,atencion de partos en servicio,nacidos vivos,2006-07-01,1031,1031
EL PUENTE(STC),atencion de partos en servicio,nacidos vivos,2006-07-01,8,8
EL PUENTE(TJA),atencion de partos en servicio,nacidos vivos,2006-07-01,11,11
EL TORNO,atencion de partos en servicio,nacidos vivos,2006-07-01,55,55
EL VILLAR,atencion de partos en servicio,nacidos vivos,2006-07-01,8,8
ENTRE RIOS,atencion de partos en servicio,nacidos vivos,2006-07-01,17,17
ENTRE RIOS,atencion de partos en servicio,nacidos vivos,2006-07-01,18,18
EUCALIPTUS,atencion de partos en servicio,nacidos vivos,2006-07-01,5,5
EXALTACION,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicio,nacidos vivos,2006-07-01,27,27
FILADELFIA,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicio,nacidos vivos,2006-07-01,27,27
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicio,nacidos vivos,2006-07-01,2,2
GUANAY,atencion de partos en servicio,nacidos vivos,2006-07-01,12,12
GUAQUI,atencion de partos en servicio,nacidos vivos,2006-07-01,5,5
GUAYARAMERIN,atencion de partos en servicio,nacidos vivos,2006-07-01,84,84
GUTIERREZ,atencion de partos en servicio,nacidos vivos,2006-07-01,8,8
HUACARETA,atencion de partos en servicio,nacidos vivos,2006-07-01,8,8
HUANUNI,atencion de partos en servicio,nacidos vivos,2006-07-01,25,25
HUARACAJE,atencion de partos en servicio,nacidos vivos,2006-07-01,5,5
HUAYLLAMARCA,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
ICLA,atencion de partos en servicio,nacidos vivos,2006-07-01,11,11
INCAHUASI,atencion de partos en servicio,nacidos vivos,2006-07-01,27,27
INQUISIVI,atencion de partos en servicio,nacidos vivos,2006-07-01,8,8
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,nacidos vivos,2006-07-01,7,7
IXIAMAS,atencion de partos en servicio,nacidos vivos,2006-07-01,8,8
JESUS DE MACHACA,atencion de partos en servicio,nacidos vivos,2006-07-01,2,2
LA ASUNTA,atencion de partos en servicio,nacidos vivos,2006-07-01,13,13
LA GUARDIA,atencion de partos en servicio,nacidos vivos,2006-07-01,52,52
LA PAZ,atencion de partos en servicio,nacidos vivos,2006-07-01,1586,1586
LAGUNILLAS,atencion de partos en servicio,nacidos vivos,2006-07-01,6,6
LAJA,atencion de partos en servicio,nacidos vivos,2006-07-01,2,2
LAS CARRERAS,atencion de partos en servicio,nacidos vivos,2006-07-01,2,2
LLALLAGUA,atencion de partos en servicio,nacidos vivos,2006-07-01,72,72
LLICA,atencion de partos en servicio,nacidos vivos,2006-07-01,6,6
LORETO,atencion de partos en servicio,nacidos vivos,2006-07-01,3,3
LURIBAY,atencion de partos en servicio,nacidos vivos,2006-07-01,5,5
MACHACAMARCA,atencion de partos en servicio,nacidos vivos,2006-07-01,5,5
MACHARETI,atencion de partos en servicio,nacidos vivos,2006-07-01,5,5
MAGDALENA,atencion de partos en servicio,nacidos vivos,2006-07-01,18,18
MAIRANA,atencion de partos en servicio,nacidos vivos,2006-07-01,16,16
MAPIRI,atencion de partos en servicio,nacidos vivos,2006-07-01,12,12
MECAPACA,atencion de partos en servicio,nacidos vivos,2006-07-01,6,6
MINEROS,atencion de partos en servicio,nacidos vivos,2006-07-01,29,29
MIZQUE,atencion de partos en servicio,nacidos vivos,2006-07-01,47,47
MOCOMOCO,atencion de partos en servicio,nacidos vivos,2006-07-01,2,2
MOJOCOYA,atencion de partos en servicio,nacidos vivos,2006-07-01,5,5
MONTEAGUDO,atencion de partos en servicio,nacidos vivos,2006-07-01,34,34
MONTERO,atencion de partos en servicio,nacidos vivos,2006-07-01,267,267
MORO MORO,atencion de partos en servicio,nacidos vivos,2006-07-01,2,2
MOROCHATA,atencion de partos en servicio,nacidos vivos,2006-07-01,14,14
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
OCURI,atencion de partos en servicio,nacidos vivos,2006-07-01,12,12
OKINAWA,atencion de partos en servicio,nacidos vivos,2006-07-01,14,14
OMEREQUE,atencion de partos en servicio,nacidos vivos,2006-07-01,3,3
ORURO,atencion de partos en servicio,nacidos vivos,2006-07-01,444,444
PADCAYA,atencion de partos en servicio,nacidos vivos,2006-07-01,12,12
PADILLA,atencion de partos en servicio,nacidos vivos,2006-07-01,30,30
PAILON,atencion de partos en servicio,nacidos vivos,2006-07-01,22,22
PALCA,atencion de partos en servicio,nacidos vivos,2006-07-01,5,5
PALOS BLANCOS,atencion de partos en servicio,nacidos vivos,2006-07-01,19,19
PAMPA AULLAGAS,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
PAMPA GRANDE,atencion de partos en servicio,nacidos vivos,2006-07-01,7,7
PAPEL PAMPA,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
PASORAPA,atencion de partos en servicio,nacidos vivos,2006-07-01,2,2
PATACAMAYA,atencion de partos en servicio,nacidos vivos,2006-07-01,26,26
PAZÑA,atencion de partos en servicio,nacidos vivos,2006-07-01,3,3
POCOATA,atencion de partos en servicio,nacidos vivos,2006-07-01,12,12
POCONA,atencion de partos en servicio,nacidos vivos,2006-07-01,19,19
POJO (CBBA),atencion de partos en servicio,nacidos vivos,2006-07-01,17,17
POOPO,atencion de partos en servicio,nacidos vivos,2006-07-01,7,7
PORCO,atencion de partos en servicio,nacidos vivos,2006-07-01,9,9
POROMA,atencion de partos en servicio,nacidos vivos,2006-07-01,15,15
PORONGO,atencion de partos en servicio,nacidos vivos,2006-07-01,8,8
PORTACHUELO,atencion de partos en servicio,nacidos vivos,2006-07-01,46,46
PORVENIR,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
POSTRER VALLE,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
POTOSI,atencion de partos en servicio,nacidos vivos,2006-07-01,351,351
PRESTO,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
PUCARA,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
PUCARANI,atencion de partos en servicio,nacidos vivos,2006-07-01,3,3
PUERTO ACOSTA,atencion de partos en servicio,nacidos vivos,2006-07-01,17,17
PUERTO CARABUCO,atencion de partos en servicio,nacidos vivos,2006-07-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicio,nacidos vivos,2006-07-01,2,2
PUERTO QUIJARRO,atencion de partos en servicio,nacidos vivos,2006-07-01,22,22
PUERTO RICO,atencion de partos en servicio,nacidos vivos,2006-07-01,7,7
PUERTO SILES,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
PUERTO SUAREZ,atencion de partos en servicio,nacidos vivos,2006-07-01,23,23
PUERTO VILLARROEL,atencion de partos en servicio,nacidos vivos,2006-07-01,94,94
PUNA,atencion de partos en servicio,nacidos vivos,2006-07-01,23,23
PUNATA,atencion de partos en servicio,nacidos vivos,2006-07-01,42,42
QUILLACOLLO,atencion de partos en servicio,nacidos vivos,2006-07-01,164,164
QUIME,atencion de partos en servicio,nacidos vivos,2006-07-01,4,4
QUIRUSILLAS,atencion de partos en servicio,nacidos vivos,2006-07-01,2,2
RAVELO,atencion de partos en servicio,nacidos vivos,2006-07-01,14,14
REYES,atencion de partos en servicio,nacidos vivos,2006-07-01,12,12
RIBERALTA,atencion de partos en servicio,nacidos vivos,2006-07-01,226,226
ROBORE,atencion de partos en servicio,nacidos vivos,2006-07-01,27,27
RURRENABAQUE,atencion de partos en servicio,nacidos vivos,2006-07-01,30,30
SABAYA,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
SACABA,atencion de partos en servicio,nacidos vivos,2006-07-01,134,134
SACABAMBA,atencion de partos en servicio,nacidos vivos,2006-07-01,5,5
SACACA,atencion de partos en servicio,nacidos vivos,2006-07-01,8,8
SAIPINA,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en servicio,nacidos vivos,2006-07-01,3,3
SAMAIPATA,atencion de partos en servicio,nacidos vivos,2006-07-01,11,11
SAN AGUSTIN,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
SAN ANDRES,atencion de partos en servicio,nacidos vivos,2006-07-01,10,10
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,nacidos vivos,2006-07-01,9,9
SAN BENITO,atencion de partos en servicio,nacidos vivos,2006-07-01,14,14
SAN BORJA,atencion de partos en servicio,nacidos vivos,2006-07-01,55,55
SAN BUENA VENTURA,atencion de partos en servicio,nacidos vivos,2006-07-01,9,9
SAN CARLOS,atencion de partos en servicio,nacidos vivos,2006-07-01,44,44
SAN IGNACIO,atencion de partos en servicio,nacidos vivos,2006-07-01,37,37
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos vivos,2006-07-01,108,108
SAN JAVIER(BNI),atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
SAN JAVIER(STC),atencion de partos en servicio,nacidos vivos,2006-07-01,27,27
SAN JOAQUIN,atencion de partos en servicio,nacidos vivos,2006-07-01,9,9
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos vivos,2006-07-01,27,27
SAN JUAN DE YAPACANI,atencion de partos en servicio,nacidos vivos,2006-07-01,16,16
SAN JULIAN,atencion de partos en servicio,nacidos vivos,2006-07-01,71,71
SAN LORENZO(PND),atencion de partos en servicio,nacidos vivos,2006-07-01,4,4
SAN LORENZO(TJA),atencion de partos en servicio,nacidos vivos,2006-07-01,5,5
SAN LUCAS,atencion de partos en servicio,nacidos vivos,2006-07-01,24,24
SAN MATIAS,atencion de partos en servicio,nacidos vivos,2006-07-01,19,19
SAN MIGUEL DE VELASCO,atencion de partos en servicio,nacidos vivos,2006-07-01,17,17
SAN PABLO DE LIPEZ,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
SAN PEDRO,atencion de partos en servicio,nacidos vivos,2006-07-01,22,22
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,nacidos vivos,2006-07-01,3,3
SAN PEDRO DE TIQUINA,atencion de partos en servicio,nacidos vivos,2006-07-01,3,3
SAN RAFAEL,atencion de partos en servicio,nacidos vivos,2006-07-01,8,8
SAN RAMON,atencion de partos en servicio,nacidos vivos,2006-07-01,13,13
SAN RAMON,atencion de partos en servicio,nacidos vivos,2006-07-01,16,16
SANTA ANA,atencion de partos en servicio,nacidos vivos,2006-07-01,47,47
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos vivos,2006-07-01,2801,2801
SANTA ROSA,atencion de partos en servicio,nacidos vivos,2006-07-01,22,22
SANTA ROSA DEL SARA,atencion de partos en servicio,nacidos vivos,2006-07-01,28,28
SANTIAGO DE CALLAPA,atencion de partos en servicio,nacidos vivos,2006-07-01,2,2
SANTIAGO DE MACHACA,atencion de partos en servicio,nacidos vivos,2006-07-01,2,2
SANTIVAÑES,atencion de partos en servicio,nacidos vivos,2006-07-01,5,5
SAPAHAQUI,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
SENA,atencion de partos en servicio,nacidos vivos,2006-07-01,3,3
SICA SICA (VILLA AROMA),atencion de partos en servicio,nacidos vivos,2006-07-01,5,5
SICAYA,atencion de partos en servicio,nacidos vivos,2006-07-01,4,4
SIPE SIPE,atencion de partos en servicio,nacidos vivos,2006-07-01,24,24
SOPACHUY,atencion de partos en servicio,nacidos vivos,2006-07-01,12,12
SORACACHI,atencion de partos en servicio,nacidos vivos,2006-07-01,2,2
SORATA,atencion de partos en servicio,nacidos vivos,2006-07-01,12,12
SUCRE,atencion de partos en servicio,nacidos vivos,2006-07-01,484,484
TACACOMA,atencion de partos en servicio,nacidos vivos,2006-07-01,4,4
TACOPAYA,atencion de partos en servicio,nacidos vivos,2006-07-01,4,4
TAHUA,atencion de partos en servicio,nacidos vivos,2006-07-01,1,1
TAPACARI,atencion de partos en servicio,nacidos vivos,2006-07-01,9,9
TARABUCO,atencion de partos en servicio,nacidos vivos,2006-07-01,29,29
TARACO,atencion de partos en servicio,nacidos vivos,2006-07-01,2,2
TARATA,atencion de partos en servicio,nacidos vivos,2006-07-01,10,10
TARIJA,atencion de partos en servicio,nacidos vivos,2006-07-01,258,258
TARVITA,atencion de partos en servicio,nacidos vivos,2006-07-01,26,26
TEOPONTE,atencion de partos en servicio,nacidos vivos,2006-07-01,7,7
TIAWANACU,atencion de partos en servicio,nacidos vivos,2006-07-01,12,12
TINGUIPAYA,atencion de partos en servicio,nacidos vivos,2006-07-01,4,4
TIPUANI,atencion de partos en servicio,nacidos vivos,2006-07-01,16,16
TIQUIPAYA,atencion de partos en servicio,nacidos vivos,2006-07-01,63,63
TIRAQUE (CBBA),atencion de partos en servicio,nacidos vivos,2006-07-01,90,90
TOCO,atencion de partos en servicio,nacidos vivos,2006-07-01,2,2
TOLATA,atencion de partos en servicio,nacidos vivos,2006-07-01,3,3
TOLEDO,atencion de partos en servicio,nacidos vivos,2006-07-01,4,4
